0001_American_Beauty_01.24.02.561-01.24.04.664 	The blender GRINDS as Lester, still in his sweatpants, makes himself a high-protein shake.
0030_The_Hustler_01.37.20.981-01.37.31.050 	Sarah makes her way down the aisle and joins them at the table.
0030_The_Hustler_01.48.16.978-01.48.21.111 	Eddie tries to take her in his arms, but she beats on his chest, sobbing, unable to make words.
0030_The_Hustler_02.05.37.614-02.05.44.126 	Fats makes a good break, leaving the cue ball teetering over the far corner pocket.
0030_The_Hustler_02.08.15.025-02.08.21.263 	He makes a shot, chalks his cue.
0030_The_Hustler_02.08.44.194-02.08.46.578 	But Eddie is shooting pool now, making all his shots quickly and accurately.
0031_The_Lost_Weekend_00.11.40.803-00.11.47.233 	He peers into the shop to make sure there are no other customers, then quickly steps inside and stands breathing heavily.
0031_The_Lost_Weekend_00.35.06.711-00.35.12.308 	Don takes the coat, feels it hurriedly to make sure the bottle is still there, and starts away.
0031_The_Lost_Weekend_00.55.42.257-00.55.45.317 	However, it attracts Don's attention enough to make him push the glass to one side.
0031_The_Lost_Weekend_01.05.40.166-01.05.42.279 	He makes a pillar of the el, leans against it, shaking.
0031_The_Lost_Weekend_01.05.49.460-01.05.51.556 	At last he makes the second pawn shop.
0031_The_Lost_Weekend_01.14.29.422-01.14.32.717 	However he manages to make the swinging glass door.
0031_The_Lost_Weekend_01.26.02.290-01.26.04.731 	The bat has made another swoop and spread its wings over the mouse.
0032_The_Princess_Bride_00.12.01.548-00.12.11.182 	She's scared, sure, petrified, who wouldn't be, but she makes no reply-- --and now a SHRIEKING EEL has zeroed in on her-- --and now she sees it, a short distance away, circling, starting to close-- --and Buttercup is frozen, trying not to make a movement of any kind-- --and the Eel slithers closer, closer-- --and Buttercup knows it now, there's nothing she can do, it's over, all over-- --and now the Eel opens its mouth wide, and it's never made such a noise, and as its great jaws are about to clamp down.
0032_The_Princess_Bride_00.23.11.314-00.23.17.489 	A ROCKY STAIRCASE leading to a turret-shaped plateau, and the Man In Black is retreating like mad up the steps and he can't stop Inigo--nothing can stop Inigo--and in a frenzy, the Man In Black makes every feint, tries every thrust, lets go with all he has left.
0032_The_Princess_Bride_00.26.46.287-00.26.50.596 	There is a moment's pause, and then the Man In Black dives at FEZZIK's chest, slams him several tremendous blows in the stomach, twists his arm severely, slips skillfully into a beautifully applied bear hug, and in general makes any number of terrific wrestling moves.
0032_The_Princess_Bride_00.27.57.719-00.27.59.678 	THE MAN IN BLACK, holding his grip as FEZZIK tries to stand, halfway makes it, but there is no air.
0032_The_Princess_Bride_00.39.18.743-00.39.19.668 	The mere mention of the Fire Swamp makes him pale.
0032_The_Princess_Bride_01.18.53.748-01.18.59.546 	THE BRUTES AND YELLIN, by the gate, for it is indeed they who are making the commotion, frightened, pointing.
0032_The_Princess_Bride_01.25.39.137-01.25.46.790 	And as this blow comes he's trying to use the wall for support in forcing himself to his feet, and it's not a roaring success of an attempt, but he does at least make some progress, and again he manages to parry the thrust, as this time Rugen's sword runs through his right arm.
0032_The_Princess_Bride_01.26.05.900-01.26.07.785 	COUNT RUGEN, stepping back for just a moment, watching as Inigo continues to inch his way to his feet and then, just before the Count is about to strike again, Inigo manages a little flick of his own and Rugen hadn't expected it, and he jumps back, makes a little involuntary cry of surprise and.
0033_Amadeus_01.13.16.802-01.13.21.831 	The hall is full of dogs, at least five, all jumping up and dashing about and making a terrific racket.
0033_Amadeus_01.53.47.586-01.53.49.897 	Salieri makes to kiss his hand, but Joseph restrains him, and passes on.
0033_Amadeus_01.54.48.225-01.54.50.621 	Mozart, still rather drunk, sticks his head into the room, anxious not to make a noise.
0033_Amadeus_02.21.15.949-02.21.28.143 	He looks up at his father's portrait, and makes a silly, rude gesture at it.
0033_Amadeus_02.48.34.397-02.48.37.534 	She stares at him, trying to understand - suspicious and frightened and at the same time unable to make a sound.
0033_Amadeus_02.49.14.864-02.49.15.816 	Mozart makes a convulsive gesture to reclaim the pages.
0038_Psycho_00.08.07.948-00.08.14.417 	Mary glances, cannot bring herself to smile or make some remark, continues sorting out the deed copies, tries to ignore the man's hot-breath closeness.
0038_Psycho_00.17.30.127-00.17.33.588 	She breathes a sigh of relief, thinks a moment, makes a quick decision.
0038_Psycho_00.18.08.902-00.18.28.642 	Mary nods, starts walking along the line of cars as if making a selection.
0038_Psycho_00.45.43.915-00.45.52.893 	He by- passes the stairs and slowly makes his way to the kitchen.
0038_Psycho_01.07.07.458-01.07.12.923 	He takes a slip of paper out of his pocket, lays it beside the signature in the registry book, all the while nodding and smiling nicely, as if this discovery will make Norman as happy as it is making him.
0038_Psycho_01.17.07.118-01.17.09.480 	CAMERA FOLLOWS, remaining on floor level but TRAVELLING ALONG the stairway as Arbogast makes his way up.
0041_The_Sixth_Sense_00.12.34.449-00.12.38.200 	Its old stone and huge towers make it stand out from the modern buildings all around it.
0041_The_Sixth_Sense_00.12.46.467-00.12.51.117 	Cole makes the soldiers talk to each other.
0041_The_Sixth_Sense_00.30.58.603-00.31.01.773 	Every now and then we get glimpses of things Cole is playing with peeking over the back of the couch, but we can't quite make out what he's doing.
0041_The_Sixth_Sense_00.56.05.174-00.56.06.836 	This tent is a sanctuary made by an eight-year-old to hide in.
0041_The_Sixth_Sense_01.27.09.893-01.27.15.827 	Mr. Cunningham finds Cole sitting in a poor villager costume as a FEMALE TEACHER kneels next to him and makes final adjustments.
0043_Thelma_and_Luise_00.04.20.834-00.04.22.412 	He is making imperceptible adjustments to his over-moussed hair.
0043_Thelma_and_Luise_00.14.45.834-00.14.47.675 	Thelma looks over at the bar where Harlan is grinning at her, making dancing motions.
0043_Thelma_and_Luise_00.39.37.493-00.39.38.340 	So she makes a loud grunt as she slams into someone that she did not see.
0043_Thelma_and_Luise_01.23.18.147-01.23.26.901 	He and Hal make eye contact before Max closes the door.
0046_Chasing_Amy_00.14.18.569-00.14.23.908 	Through the window, we see a COUPLE making out on the hood of a car.
0046_Chasing_Amy_00.25.03.854-00.25.09.935 	Alyssa makes big-time eye contact with somebody out there.
0046_Chasing_Amy_00.26.23.455-00.26.28.134 	Alyssa and the girl continue to make out.
0049_Hannah_and_her_sisters_00.02.38.097-00.02.42.128 	The space is very tight; the men hold up their drinks to make room for her.
0049_Hannah_and_her_sisters_00.08.11.423-00.08.14.587 	Hannah, embarrassed, makes a victory sign.
0049_Hannah_and_her_sisters_00.13.20.087-00.13.29.750 	Hannah continues to nod patiently, patting Mickey on the back, as they make their way across the foyer into the den, where the twins are playing.
0049_Hannah_and_her_sisters_00.15.45.635-00.15.58.456 	Still standing, the doctor leans over the desk, his back to the camera, and makes a few notes in the file.
0049_Hannah_and_her_sisters_00.18.52.237-00.18.55.469 	Holly finally makes her way into the cluttered loft kitchen.
0049_Hannah_and_her_sisters_00.44.34.705-00.44.40.007 	As he makes a retort, he starts to walk back to the den and his piano.
0049_Hannah_and_her_sisters_01.08.03.493-01.08.07.832 	Holly's voice can be heard as she and Hannah make their way up the stairs, moving into view.
0049_Hannah_and_her_sisters_01.15.37.915-01.15.41.602 	He switches on the light, and walking past his spiral staircase, past several framed pictures on the wall, he makes his way to his living room coffee table.
0049_Hannah_and_her_sisters_01.37.43.168-01.37.46.632 	He makes his way through the lobby into the actual theater.
0050_Indiana_Jones_and_the_last_crusade_00.09.00.953-00.09.03.631 	Roscoe makes a grab for the Cross -- but Indy doesn't let go.
0050_Indiana_Jones_and_the_last_crusade_00.10.55.557-00.10.57.358 	Indy shows the Cross, more or less handing it to the Sheriff to make his point.
0050_Indiana_Jones_and_the_last_crusade_00.12.50.863-00.12.52.298 	Indy withstands the force of waves crashing on the deck and makes his way to where Panama Hat is climbing the ladder.
0050_Indiana_Jones_and_the_last_crusade_00.15.39.545-00.15.44.920 	Indy gathers up his books and makes his way toward the door.
0050_Indiana_Jones_and_the_last_crusade_00.18.01.299-00.18.05.634 	He puts on his glasses to make a closer examination.
0050_Indiana_Jones_and_the_last_crusade_00.31.05.627-00.31.12.622 	THREE MEN carrying guns make their way down the spiral staircase toward an unsuspecting Brody.
0050_Indiana_Jones_and_the_last_crusade_00.33.22.725-00.33.30.693 	Kazim and his men step to the opening Indy made earlier and shine their flashlights through to the rat-infested water.
0050_Indiana_Jones_and_the_last_crusade_01.10.08.716-01.10.10.860 	They make eye contact.
0050_Indiana_Jones_and_the_last_crusade_01.19.56.095-01.19.58.079 	FALLS INTO THE HOLE made by the bomb.
0050_Indiana_Jones_and_the_last_crusade_01.49.33.449-01.49.36.676 	Indy dodges two or three clumsy swings of the sword, making no attempt to fight back.
0051_Men_in_black_00.06.03.826-00.06.04.198 	It's propped up by a stick, like a puppet, and it continues to make expressions as he holds it.
0051_Men_in_black_00.06.13.045-00.06.13.330 	Mikey makes a lame SQUEAK.
0051_Men_in_black_00.59.17.074-00.59.19.368 	He indicates the three stars that make up the belt.
0051_Men_in_black_01.06.45.688-01.06.46.979 	Kay approaches, motioning to Jay to make sure no one hears.
0051_Men_in_black_01.23.22.220-01.23.24.487 	Kay, swimming in the Bug's intestinal fluid, tries to make his way to the gun, Holding his breath.
0053_Rendezvous_mit_Joe_Black_00.28.20.569-00.28.23.330 	Parrish struggles to make sense of what he is hearing.
0053_Rendezvous_mit_Joe_Black_00.45.26.997-00.45.36.158 	He observes her, but she is unaware of him, however now, as she makes a barrel turn, his shadow falls over a reflection from a window, she aborts her lap, looks up to see who it is.
0053_Rendezvous_mit_Joe_Black_01.01.25.112-01.01.35.970 	She is startled for the moment, quickly makes a last notation, hands a chart to the Nurse and heads down the corridor.
0053_Rendezvous_mit_Joe_Black_02.20.48.408-02.20.56.275 	Joe makes his way down the path from Parrish's study, a weight on his shoulders, his step measured, within himself until he is hit by the lights and laughter and MUSIC of the party.
0053_Rendezvous_mit_Joe_Black_02.49.37.513-02.49.42.929 	He is heading straight for her, she tries to make him out, seems to recognize him, starts to walk towards him as if pulled by a magnet.
0053_Rendezvous_mit_Joe_Black_02.50.07.702-02.50.12.730 	Something about him makes Susan slightly tentative.
1001_Flight_00.06.58.131-00.07.07.365 	She smokes as she makes a call from the driver's seat.
1002_Harry_Potter_and_the_Half-Blood_Prince_00.08.58.249-00.08.59.216 	Horace wears pajamas made from upholstery fabric.
1002_Harry_Potter_and_the_Half-Blood_Prince_00.18.46.140-00.18.51.234 	Outside, a mechanical man makes the rabbit on his head disappear under a big top hat.
1002_Harry_Potter_and_the_Half-Blood_Prince_01.37.43.542-01.37.44.772 	Draco makes his way upstairs.
1003_How_to_Lose_Friends_and_Alienate_People_00.41.49.362-00.41.51.636 	Sidney makes eye contact with Lawrence and waves.
1003_How_to_Lose_Friends_and_Alienate_People_01.16.22.823-01.16.24.908 	He's in the kitchen making a fry-up.
1003_How_to_Lose_Friends_and_Alienate_People_01.23.16.431-01.23.22.667 	He raises his glass, then turns away, popping the fangs back in his mouth as he makes his way through the crowd.
1003_How_to_Lose_Friends_and_Alienate_People_01.37.26.787-01.37.29.380 	The crowd applauds and Sophie makes for the stage.
1004_Juno_00.06.18.991-00.06.30.927 	Juno slings the rope candy onto the branch of a tree and makes a noose.
1004_Juno_00.11.46.506-00.11.55.001 	She makes her way past the oncoming throng of students, most of them taller than her, and reaches her locker.
1005_Signs_00.49.17.557-00.49.18.066 	Morgan and Bo are sitting on a bed, wearing pointy cone shaped hats made of silver foil.
1005_Signs_01.01.08.560-01.01.12.227 	Then frustrating himself on his belly, he makes to look under the door again.
1005_Signs_01.03.24.950-01.03.27.301 	Graham makes a pained frown.
1006_Slumdog_Millionaire_00.06.37.321-00.06.38.761 	Another boy turns to make a rude gesture at the security men.
1006_Slumdog_Millionaire_00.12.41.479-00.12.44.838 	He dashes towards Amitabh making his way through the crowds of photographers and onlookers.
1006_Slumdog_Millionaire_00.13.04.826-00.13.11.510 	He makes straight for Amitabh.
1006_Slumdog_Millionaire_01.02.04.275-01.02.07.258 	Latika makes graceful hand shadows on the wall.
1006_Slumdog_Millionaire_01.35.27.087-01.35.32.191 	The inspector makes to leave the room.
1006_Slumdog_Millionaire_01.45.16.735-01.45.19.929 	The host looks to the director who shakes his head and makes a cutting motion across his throat.
1007_Spider-Man1_00.04.07.611-00.04.19.126 	The pasty-faced young man, Timothy, makes his way down the bus.
1007_Spider-Man1_00.13.58.816-00.14.11.391 	Leaving his concerned aunt and uncle downstairs, Peter absently makes his way upstairs to his room.
1007_Spider-Man1_00.20.36.760-00.20.43.138 	He makes a grab for the bus and catches hold of a poster stuck to his side.
1007_Spider-Man1_00.23.11.999-00.23.14.413 	Covered in mush the guy turns around as Peter makes a quick exit.
1007_Spider-Man1_00.25.57.712-00.26.06.904 	With competitive ease Peter scales the high sided brick building, his fingertips almost sticking to the surface as he makes his way out.
1007_Spider-Man1_00.36.31.996-00.36.35.708 	Watches as his uncle makes a left turn out of sight.
1007_Spider-Man1_00.36.41.373-00.36.45.052 	Peter makes his way up a stairway on the wrestling arena.
1007_Spider-Man1_00.36.31.996-00.36.35.708 	watches as his uncle makes a left turn out of sight.
1007_Spider-Man1_00.36.41.373-00.36.45.052 	peter makes his way up a stairway on the wrestling arena.
1007_Spider-Man1_00.42.30.768-00.42.32.881 	the gunman makes his escape.
1007_Spider-Man1_00.47.15.961-00.47.19.628 	the carjacker has made his escape from the vehicle and is creeping to a darkened warehouse.
1007_Spider-Man1_00.54.36.311-00.54.42.503 	as the two robbers make their escape, spider-man swoops down on them.
1007_Spider-Man1_01.10.27.778-01.10.28.391 	he makes to go.
1007_Spider-Man1_01.19.31.608-01.19.35.360 	peter makes him move as they start to follow her.
1007_Spider-Man1_01.26.08.975-01.26.11.242 	aunt may starts to make her way up.
1008_Spider-Man2_00.59.45.858-00.59.48.280 	later, peter makes his way out onto the balcony.
1008_Spider-Man2_01.22.14.264-01.22.15.178 	the lightning flashes making harry's features in a pallid white.
1008_Spider-Man2_01.41.31.663-01.41.45.588 	spider-man swoops and soars once more through the streets of new york, making his way, speeding in a straight flying using the webs extending from his wrists as a means of propulsion to haul him along between the tall buildings.
1009_Spider-Man3_00.02.05.194-00.02.07.463 	more credits appear and blow away as if made of sand.
1009_Spider-Man3_00.04.55.509-00.04.59.723 	he makes his way to his seat.
1009_Spider-Man3_00.45.37.609-00.45.42.817 	the cop at the back of the lorry makes his way across the sand with a shovel.
1009_Spider-Man3_01.05.58.977-01.06.01.598 	in a science lab, the small black globule slips off the microscope and makes a beeline for peter.
1009_Spider-Man3_01.34.36.286-01.34.41.188 	out on the street, peter jives down the road, making shooting gestures with his fingers at any pretty girl who walks by.
1009_Spider-Man3_01.35.25.011-01.35.36.909 	a muddy figure made of sand materializes on the swampy bank and hauls itself upright.
1009_Spider-Man3_02.05.30.781-02.05.36.403 	peter strikes the bells to make them ring then grabs a pumpkin bomb.
1009_Spider-Man3_02.07.22.608-02.07.26.396 	in flashback, the accomplice runs up to flint from behind and knocks him on the shoulder as he makes for the car.
1010_TITANIC_00.21.18.531-00.21.23.282 	men and women toting suitcases make their way to the titanic.
1010_TITANIC_00.25.16.088-00.25.18.755 	jack closes his eyes as olaf makes a fist but olaf punches sven instead.
1010_TITANIC_02.02.05.327-02.02.11.766 	she kisses jack and makes her way out of the office.
1010_TITANIC_02.34.26.434-02.34.32.382 	jack and rose make their way to a railing near the rear of the ship and turned back
1010_TITANIC_02.34.34.225-02.34.34.684 	they made their way to the crowd.
1011_The_Help_00.09.55.916-00.10.02.233 	minnie joins aibileen in the kitchen and makes a beeline for a dish of deviled eggs.
1011_The_Help_01.24.57.743-01.25.12.979 	she strolls through the spacious rooms and comes into the bedroom, making a beeline for the bathroom door.
1012_Unbreakable_00.17.35.190-00.17.38.661 	she makes a note and puts down the pen, still without looking at him.
1012_Unbreakable_01.30.23.776-01.30.32.485 	he thrashes about, pulling desperately at the arm locked around his neck, and makes another backward rush into the wall before falling forward onto his knees.
1012_Unbreakable_01.31.50.774-01.32.06.441 	she watches him, smiling very faintly, her long, fair hair falling back from her white forehead, and the light making a silver line of her profile, emphasizing her aquiline features, as she stares steadily up at him.
1014_2012_00.55.16.547-00.55.21.581 	a grazing doe watches as gordon makes a tentative landing.
1014_2012_01.48.04.579-01.48.08.508 	the helicopters make their way to the complex built deep into the mountains.
1014_2012_02.00.36.616-02.00.38.810 	caesar makes it to tamara as the outer hatch closes.
1014_2012_02.24.53.734-02.24.55.162 	he makes to move away.
1015_27_Dresses_00.12.40.084-00.12.51.919 	its glow makes a dark silhouette of the towering city skyline and sunbathes the buildings lining central park as rush hour begins.
1015_27_Dresses_00.23.37.648-00.23.47.395 	as jane approaches, her face falls, realizing that george and tess are making a beeline for each other.
1015_27_Dresses_00.54.51.370-00.54.56.883 	jane poses with the heavily made up bride and a much older, open-shirted groom.
1015_27_Dresses_01.38.58.262-01.39.02.015 	as she steps off the stage, the guests make way for her.
1017_Bad_Santa_00.00.47.519-00.00.49.479 	a few flakes of snow gently flutter out of a night sky past a christmas tree made of fairy lights atop an establishment advertising itself as o'hara's pub.
1017_Bad_Santa_00.55.18.727-00.55.21.574 	he looks at the equipment and makes some notes on a pad.
1017_Bad_Santa_01.04.50.956-01.04.58.384 	marcus shakes his head as santa makes his way into the grotto, bumping into one of the kids as he does so.
1017_Bad_Santa_01.07.49.123-01.07.52.383 	the kid turns and makes to go out of the garage.
1017_Bad_Santa_01.19.17.221-01.19.23.205 	in the kitchen, thurman and willie make necklaces out of pieces of popcorn.
1017_Bad_Santa_01.22.35.051-01.22.40.325 	she makes a show of looking at a price tag on a table laden with sweaters, and, at the same time, pushes the table into a new position.
1017_Bad_Santa_01.22.40.481-01.22.47.876 	she makes a minor adjust to its position and heads off.
1017_Bad_Santa_01.30.58.066-01.31.05.442 	a police reaches out his way and the bmw smashes the door off a squad car as willie makes his escape.
1018_Body_Of_Lies_00.01.46.000-00.01.48.666 	officers make their way upstairs at the back of a boarded up house.
1018_Body_Of_Lies_00.12.41.718-00.12.46.079 	ferris makes a call on his cell phone.
1018_Body_Of_Lies_00.20.26.170-00.20.30.281 	bassam drives down and makes a call.
1018_Body_Of_Lies_00.36.57.302-00.37.10.837 	he makes a call as he limps across wasteland.
1018_Body_Of_Lies_01.33.26.239-01.33.32.322 	he makes a call on his mobile.
1018_Body_Of_Lies_01.38.46.160-01.38.51.239 	he walks out onto the balcony and makes a phone call.
1018_Body_Of_Lies_01.41.40.212-01.42.36.480 	ferris makes the call.
1018_Body_Of_Lies_02.01.03.105-02.01.06.670 	he glances round, as if trying to make a decision.
1019_Confessions_Of_A_Shopaholic_00.04.41.844-00.04.58.661 	she ventures inside and makes a slow but pointed beeline for the scarf.
1019_Confessions_Of_A_Shopaholic_01.26.57.112-01.27.00.449 	alette's perfectly made up eyes blink.
1020_Crazy_Stupid_Love_00.12.10.839-00.12.15.719 	he looks over at jacob, who's making a bunch of women laugh.
1020_Crazy_Stupid_Love_00.12.18.794-00.12.23.352 	a balding man makes his way through an open-plan office.
1020_Crazy_Stupid_Love_00.15.46.808-00.15.54.577 	jacob makes his way over to a table of young women and starts chatting to them.
1020_Crazy_Stupid_Love_00.31.31.134-00.31.34.158 	she wears a low-cut black dress and makes a beeline for him.
1020_Crazy_Stupid_Love_00.52.45.335-00.52.48.679 	he makes a run for it.
1020_Crazy_Stupid_Love_01.41.33.886-01.41.39.444 	he heads upstairs and makes his way to a seat on the other side of the structure.
1020_Crazy_Stupid_Love_01.44.38.219-01.44.45.843 	cal makes his way down the seating structure, squeezing past bernie.
1020_Crazy_Stupid_Love_01.49.01.918-01.49.15.006 	robbie makes his way through the crowd.
1023_Horrible_Bosses_01.01.02.051-01.01.07.991 	kurt reverses his white sedan, making way for dale and kurt who close in on the same narrow gap and stop.
1024_Identity_Thief_00.03.35.065-00.03.39.505 	the frustrated bartender makes his way over as she high- fives patrons.
1024_Identity_Thief_00.08.55.874-00.08.59.045 	he makes his way to a computer station behind a cage wall.
1026_Legion_00.05.04.410-00.05.06.895 	a hole in the shape of a cross has been made in the building.
1026_Legion_00.11.19.448-00.11.21.145 	he makes a move.
1026_Legion_01.31.53.913-01.31.57.280 	the suv make its way along the deserted road.
1027_Les_Miserables_00.19.57.064-00.19.58.911 	valjean slowly makes his way up the stairs.
1027_Les_Miserables_01.48.40.743-01.48.47.223 	disguised as a soldier, he makes his way to the barricade where students keep watch.
1028_No_Reservations_00.04.07.109-00.04.10.477 	kate shakes hands with another couple and makes her way back through the restaurant.
1028_No_Reservations_00.21.21.437-00.21.29.991 	kate makes her way through the crowded dining area.
1028_No_Reservations_00.26.34.574-00.26.44.866 	she turns off a lamp and makes her way slowly around the bed.
1028_No_Reservations_00.29.40.314-00.29.43.697 	scores of children make their way towards a large, brown brick building.
1028_No_Reservations_00.41.45.799-00.41.51.111 	she looks around with a frown and makes her way through to the kitchen.
1028_No_Reservations_00.42.04.710-00.42.09.574 	she makes her way down the hall to zoe's bedroom.
1028_No_Reservations_00.42.15.205-00.42.21.081 	zoe's made herself a den under the bed.
1028_No_Reservations_00.43.16.977-00.43.21.141 	she walks slowly out of the bedroom and makes to close the door behind her.
1028_No_Reservations_00.57.55.866-00.58.00.814 	nick shows zoe how to make a pizza base.
1028_No_Reservations_01.22.35.952-01.22.38.000 	all three wear cycling helmets as they pedal a bicycle made for three.
1029_Pride_And_Prejudice_Disk_One_00.32.08.138-00.32.12.185 	lizzie makes her way across the room.
1029_Pride_And_Prejudice_Disk_One_00.35.32.968-00.35.36.609 	jane continues, making slow progress.
1029_Pride_And_Prejudice_Disk_One_00.41.58.503-00.42.02.910 	the hunting party is making its way back to netherfield hall under a twilight sky.
1029_Pride_And_Prejudice_Disk_One_01.05.07.603-01.05.20.850 	they make their way into the village, carriages rolling past and people talking on corners.
1029_Pride_And_Prejudice_Disk_One_01.21.30.408-01.21.33.151 	as they make their way up a flight of steps, lizzie spots darcy looking out of a window.
1029_Pride_And_Prejudice_Disk_One_01.21.40.207-01.21.49.994 	the family makes its way inside, where their cloaks are taken by footmen in wigs.
1029_Pride_And_Prejudice_Disk_One_01.25.32.487-01.25.35.032 	then, normally, makes to follow her in the dance.
1029_Pride_And_Prejudice_Disk_One_01.57.07.187-01.57.10.128 	in their cloaks and bonnets kitty, lydia and lizzie are making their way through the busy town.
1029_Pride_And_Prejudice_Disk_One_02.05.40.130-02.05.42.720 	as they make their way across the crowded room, a girl with red hair eyes them curiously.
1029_Pride_And_Prejudice_Disk_One_02.18.00.768-02.18.07.775 	lizzie makes her way over to charlotte.
1029_Pride_And_Prejudice_Disk_One_02.22.06.736-02.22.11.987 	later, the party is making its way up a wide path leading to a majestic mansion with elegantly manicured gardens.
1029_Pride_And_Prejudice_Disk_One_02.27.25.708-02.27.27.333 	darcy makes no effort to make any further inquiries.
1029_Pride_And_Prejudice_Disk_One_02.29.15.897-02.29.21.571 	lizzie watches them not quite knowing what to make of the encounter.
1030_Public_Enemies_00.44.27.975-00.44.35.218 	the three newcomers make their way down the platform, suitcases in hand.
1030_Public_Enemies_01.03.59.655-01.04.05.705 	they make their way into a garage where a mechanic works on a police car.
1030_Public_Enemies_01.18.11.606-01.18.26.707 	the cars headlights glow eerily through the trees as it makes its way through the dark woods.
1030_Public_Enemies_01.26.01.438-01.26.04.466 	as he makes a run for the car, shells fires from the launch.
1030_Public_Enemies_01.28.19.679-01.28.22.346 	elsewhere, dillinger and red make their own escape through the woods.
1030_Public_Enemies_01.42.26.839-01.42.38.975 	the two lovers make eye contact as the burly agent marches billie away, shoving her toward a government car.
1030_Public_Enemies_02.03.48.718-02.03.58.632 	gable makes his way down the cellblock, flanked by guards.
1031_Quantum_of_Solace_00.14.55.230-00.14.58.413 	police car makes its way down a crowded.
1031_Quantum_of_Solace_00.18.03.886-00.18.10.548 	in dark polo shirt and light trousers, he enters the building, and makes his way through the drab-tiled lobby, strung with washing lines.
1031_Quantum_of_Solace_00.19.44.178-00.19.50.603 	he takes a shirt from a wardrobe, and rips it to make a bandage for a cut on his arm.
1031_Quantum_of_Solace_00.33.37.807-00.33.42.669 	he drives through rundown suburbs and makes a call to his neat glass partitioned headquarters.
1031_Quantum_of_Solace_00.43.18.793-00.43.24.117 	all over the auditorium men stand up and make their way out.
1031_Quantum_of_Solace_01.17.40.464-01.17.52.356 	he heads unhurriedly upstairs, makes his way across the landing and approaches the door of his room.
1033_Sherlock_Holmes_A_Game_of_Shadows_00.03.47.920-00.03.54.586 	holmes makes a good account of himself, then is pressed back against the slatted wooden fence and chains are wrapped round his wrists.
1033_Sherlock_Holmes_A_Game_of_Shadows_00.04.30.920-00.04.34.589 	the men eye their leader, who makes a cutthroat gesture to them.
1033_Sherlock_Holmes_A_Game_of_Shadows_00.05.09.670-00.05.11.198 	he makes to attack the leader, who shrinks back.
1033_Sherlock_Holmes_A_Game_of_Shadows_00.33.54.362-00.33.55.714 	the guests are in their places as the bride makes her way up the aisle.
1033_Sherlock_Holmes_A_Game_of_Shadows_00.35.37.647-00.35.46.313 	puffing on his pipe, holmes makes his way across a quadrangle and goes into a building.
1033_Sherlock_Holmes_A_Game_of_Shadows_00.40.00.164-00.40.05.347 	holmes glares at him then makes to go.
1033_Sherlock_Holmes_A_Game_of_Shadows_00.40.24.136-00.40.30.795 	they make their way to a waiting train.
1033_Sherlock_Holmes_A_Game_of_Shadows_00.46.18.615-00.46.23.411 	a soldier makes his way into watson's compartment, unwittingly triggering the booby-trapped grenade.
1033_Sherlock_Holmes_A_Game_of_Shadows_01.00.24.944-01.00.33.610 	they make their way past chefs, busy at worktops, until they're stopped and searched by some other man.
1033_Sherlock_Holmes_A_Game_of_Shadows_01.05.43.233-01.05.46.900 	as they make their way backstage, they don't notice moriarty's agent lurking in the shadows.
1033_Sherlock_Holmes_A_Game_of_Shadows_01.07.40.029-01.07.47.920 	holmes, watson, and sim hurry into the street and make their way towards the hotel de triomphe.
1033_Sherlock_Holmes_A_Game_of_Shadows_01.07.57.222-01.08.00.557 	in a meeting room at the hotel, meinhard is making a speech.
1033_Sherlock_Holmes_A_Game_of_Shadows_01.26.12.371-01.26.18.038 	watson helps holmes up and supports him as the pair make their way back across the factory floor.
1033_Sherlock_Holmes_A_Game_of_Shadows_01.27.51.249-01.27.57.408 	the raiders make their way to the perimeter wall of the rail yard and throw a rope over the top of it.
1033_Sherlock_Holmes_A_Game_of_Shadows_01.32.47.439-01.32.54.015 	morning, the train makes its way across a snow-covered plain with craggy mountains in the distance.
1034_Super_8_00.07.12.486-00.07.15.501 	joe goes inside and makes his way into the kitchen.
1034_Super_8_00.07.22.790-00.07.25.823 	joe makes his way into the living room.
1034_Super_8_00.19.33.488-00.19.37.005 	joe makes his way past it, looking for the others.
1034_Super_8_00.34.32.417-00.34.37.595 	unsatisfied, jack looks around and sees men carefully making a plaster of paris mold.
1034_Super_8_00.37.29.199-00.37.36.516 	looking apprehensive, breen slowly makes his way outside.
1034_Super_8_00.38.46.114-00.38.51.165 	next day, joe is making alice up as one of the un-dead.
1034_Super_8_01.12.40.896-01.12.46.865 	now dressed in the guard's uniform and clutching his rifle, jack trots along a corridor and makes his way through a couple of offices.
1034_Super_8_01.18.33.927-01.18.39.781 	still in air force uniform, jack makes his way though the evacuation center.
1034_Super_8_01.21.15.036-01.21.19.612 	clutching the rifle, overmyer cautiously makes his way along the aisle of the bus towards the open door.
1034_Super_8_01.45.34.185-01.45.35.574 	preston, as the president, makes a call.
1034_Super_8_01.46.06.275-01.46.09.158 	martin makes a phone call.
1035_The_Adjustment_Bureau_00.18.59.884-00.19.00.826 	he makes a flicking motion.
1035_The_Adjustment_Bureau_00.20.59.158-00.20.59.938 	he makes a call.
1035_The_Adjustment_Bureau_00.36.03.879-00.36.08.543 	david makes his way across, then waits at his bus stop.
1035_The_Adjustment_Bureau_00.36.50.541-00.36.58.091 	turning the corner, he runs down another street and catches up to elise as she makes as another turn on foot.
